AccessionID,reason,collection_date,lineage
EPI_ISL_8802831,wastewater_or_cell_passaged,2020-03-28,B.1
EPI_ISL_8802832,wastewater_or_cell_passaged,2020-03-30,B.1
EPI_ISL_8802833,wastewater_or_cell_passaged,2020-03-30,B.1
EPI_ISL_8802834,wastewater_or_cell_passaged,2020-03-30,B
EPI_ISL_8802835,wastewater_or_cell_passaged,2020-04-06,B.1
EPI_ISL_8986683,wastewater_or_cell_passaged,2020-09-12,B.1.1.214
EPI_ISL_8986684,wastewater_or_cell_passaged,2020-09-29,B.1.1.214
EPI_ISL_8986685,wastewater_or_cell_passaged,2020-09-30,B.1.1.214
EPI_ISL_8986686,wastewater_or_cell_passaged,2020-10-29,B.1.1.214
EPI_ISL_8986687,wastewater_or_cell_passaged,2020-10-29,B.1.1.214
EPI_ISL_8986688,wastewater_or_cell_passaged,2020-11-12,B.1.1.214
EPI_ISL_8986689,wastewater_or_cell_passaged,2020-11-16,B.1.1.214
EPI_ISL_8986690,wastewater_or_cell_passaged,2020-11-17,B.1.1.284
EPI_ISL_8986691,wastewater_or_cell_passaged,2020-12-09,B.1.1.214
EPI_ISL_8986692,wastewater_or_cell_passaged,2020-11-25,B.1.1.214
EPI_ISL_9011947,wastewater_or_cell_passaged,2020-10-15,B.1.160
EPI_ISL_9046421,wastewater_or_cell_passaged,2021-04-23,B.1.1.7
EPI_ISL_9046422,wastewater_or_cell_passaged,2021-04-26,B.1.1.7
EPI_ISL_9046423,wastewater_or_cell_passaged,2021-04-30,B.1.1.7
EPI_ISL_9046424,wastewater_or_cell_passaged,2021-05-05,B.1.1.7
EPI_ISL_9046425,wastewater_or_cell_passaged,2021-05-06,B.1.1.7
EPI_ISL_9046426,wastewater_or_cell_passaged,2021-05-14,B.1.1.7
EPI_ISL_9046427,wastewater_or_cell_passaged,2021-06-28,B.1.1.7
EPI_ISL_9046428,wastewater_or_cell_passaged,2021-07-07,B.1.1.7
EPI_ISL_9046429,wastewater_or_cell_passaged,2021-07-07,B.1.1.7
EPI_ISL_9052863,wastewater_or_cell_passaged,2021-01-27,B.1.1.214
EPI_ISL_9052864,wastewater_or_cell_passaged,2021-01-28,B.1.1.214
EPI_ISL_9052867,wastewater_or_cell_passaged,2021-09-06,AY.29
EPI_ISL_9052869,wastewater_or_cell_passaged,2021-09-06,AY.29
EPI_ISL_9052870,wastewater_or_cell_passaged,2021-09-06,AY.29
EPI_ISL_9052871,wastewater_or_cell_passaged,2021-09-02,AY.29
EPI_ISL_9052872,wastewater_or_cell_passaged,2021-09-01,AY.29
EPI_ISL_9052874,wastewater_or_cell_passaged,2020-12-01,B.1.1.214
EPI_ISL_9052875,wastewater_or_cell_passaged,2020-12-04,B.1.1.214
EPI_ISL_9052876,wastewater_or_cell_passaged,2020-12-06,B.1.346
EPI_ISL_9052877,wastewater_or_cell_passaged,2020-12-14,B.1.1.214
EPI_ISL_9052878,wastewater_or_cell_passaged,2020-12-15,B.1.1.214
EPI_ISL_9052879,wastewater_or_cell_passaged,2020-12-09,B.1.1.214
EPI_ISL_9052880,wastewater_or_cell_passaged,2020-12-12,B.1.1.214
EPI_ISL_9052881,wastewater_or_cell_passaged,2020-12-12,B.1.1.214
EPI_ISL_9052882,wastewater_or_cell_passaged,2021-04-15,R.1
EPI_ISL_9052883,wastewater_or_cell_passaged,2021-04-17,R.1
EPI_ISL_9052884,wastewater_or_cell_passaged,2020-11-18,B.1.1.214
EPI_ISL_9052885,wastewater_or_cell_passaged,2021-01-19,B.1.1.214
EPI_ISL_9052886,wastewater_or_cell_passaged,2021-04-08,B.1.1.7
EPI_ISL_9052887,wastewater_or_cell_passaged,2021-04-09,R.1
EPI_ISL_9052888,wastewater_or_cell_passaged,2021-07-08,B.1.1.7
EPI_ISL_9052889,wastewater_or_cell_passaged,2021-07-29,AY.29
EPI_ISL_9052890,wastewater_or_cell_passaged,2021-07-30,AY.29
EPI_ISL_9052891,wastewater_or_cell_passaged,2021-08-02,AY.29
EPI_ISL_9052892,wastewater_or_cell_passaged,2021-08-06,AY.29
EPI_ISL_9052893,wastewater_or_cell_passaged,2021-08-09,AY.29
EPI_ISL_9052895,wastewater_or_cell_passaged,2021-02-05,B.1.1.214
EPI_ISL_9052896,wastewater_or_cell_passaged,2021-01-30,B.1.1.214
EPI_ISL_9052897,wastewater_or_cell_passaged,2021-02-09,B.1.1.214
EPI_ISL_9052898,wastewater_or_cell_passaged,2021-03-03,B.1.1.7
EPI_ISL_9052899,wastewater_or_cell_passaged,2021-04-04,B.1.1.7
EPI_ISL_9052900,wastewater_or_cell_passaged,2021-03-12,B.1.1.7
EPI_ISL_9052901,wastewater_or_cell_passaged,2021-08-16,AY.29
EPI_ISL_9052902,wastewater_or_cell_passaged,2021-08-14,B.1.1.7
EPI_ISL_9052903,wastewater_or_cell_passaged,2021-08-19,AY.29
EPI_ISL_9052904,wastewater_or_cell_passaged,2021-05-28,B.1.1.7
EPI_ISL_9052905,wastewater_or_cell_passaged,2021-06-04,B.1.1.7
EPI_ISL_9052906,wastewater_or_cell_passaged,2021-06-12,B.1.1.7
EPI_ISL_9052907,wastewater_or_cell_passaged,2021-06-13,B.1.1.7
EPI_ISL_9052908,wastewater_or_cell_passaged,2021-06-16,B.1.1.7
EPI_ISL_9052909,wastewater_or_cell_passaged,2021-06-28,B.1.1.7
EPI_ISL_9052910,wastewater_or_cell_passaged,2021-08-11,AY.29
EPI_ISL_9052911,wastewater_or_cell_passaged,2021-08-16,AY.29
EPI_ISL_9052912,wastewater_or_cell_passaged,2021-08-22,AY.29
EPI_ISL_9052913,wastewater_or_cell_passaged,2021-08-30,AY.29
EPI_ISL_9052914,wastewater_or_cell_passaged,2021-09-06,AY.29
EPI_ISL_9388896,wastewater_or_cell_passaged,2020-03-03,B.1
EPI_ISL_9388897,wastewater_or_cell_passaged,2020-03-03,B.1
EPI_ISL_9388898,wastewater_or_cell_passaged,2020-03-02,B.1.1
EPI_ISL_9388899,wastewater_or_cell_passaged,2020-03-03,B.1
EPI_ISL_9388900,wastewater_or_cell_passaged,2020-03-03,B.1
EPI_ISL_9388901,wastewater_or_cell_passaged,2020-03-03,B.1
EPI_ISL_9388902,wastewater_or_cell_passaged,2020-03-02,B.1.1
EPI_ISL_9388903,wastewater_or_cell_passaged,2020-03-03,B.1
EPI_ISL_9388904,wastewater_or_cell_passaged,2020-03-02,B.1.1
EPI_ISL_9388905,wastewater_or_cell_passaged,2020-03-02,B.1.1
EPI_ISL_9388906,wastewater_or_cell_passaged,2020-03-02,B.1.1
EPI_ISL_9388907,wastewater_or_cell_passaged,2020-03-03,B.1
EPI_ISL_9388908,wastewater_or_cell_passaged,2020-03-03,B.1
EPI_ISL_9388909,wastewater_or_cell_passaged,2020-03-03,B.1
EPI_ISL_9595663,wastewater_or_cell_passaged,2021-10-09,B.1.617.2
EPI_ISL_9595664,wastewater_or_cell_passaged,2021-10-08,B.1.617.2
EPI_ISL_9595665,wastewater_or_cell_passaged,2021-10-14,AY.34.1.1
EPI_ISL_9595666,wastewater_or_cell_passaged,2021-11-04,B.1.617.2
EPI_ISL_9595667,wastewater_or_cell_passaged,2021-11-06,B.1.617.2
EPI_ISL_9595668,wastewater_or_cell_passaged,2021-11-11,AY.20
EPI_ISL_9595816,wastewater_or_cell_passaged,2022-01-05,B.1.617.2
EPI_ISL_9681416,wastewater_or_cell_passaged,2021-04-28,AY.75
EPI_ISL_9952017,wastewater_or_cell_passaged,2021-10-04,B.1.617.2
